trial_number,right,flipped,correct,block,left,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,flipwelcome.keys,flipwelcome.corr,flipwelcome.rt,flippreparations.keys,flippreparations.rt,flipInstructions.keys,flipInstructions.rt,time_at_fixation_cross_onset,time_at_videoonset,time_at_videoend,participant_key_response,time_at_key_response,date,frameRate,expName,participant,
,,,,,,,,,,space,0,2.73576889913,,,,,,,,,,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
,,,,,,,,,,,,,space,0.717462400812,,,,,,,,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
,,,,,,,,,,,,,,,space,1.10111822515,,,,,,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
1,training(2).mov,False,right,0,vgpdm_dyn(10)-lvm(35)_final(4).mov,0,0,0,112,,,,,,,,16:45:28:761,16:45:29:255,16:45:31:890,right,16:45:32:591,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
2,training(48).mov,True,right,0,vcgpdm_dyn(15)-lvm(15)_final(1).mov,0,1,1,29,,,,,,,,16:45:33:316,16:45:34:094,16:45:37:096,right,16:45:37:497,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
3,vgpdm_dyn(5)-lvm(10)_final(7).mov,True,left,0,training(14).mov,0,2,2,60,,,,,,,,16:45:38:222,16:45:38:998,16:45:42:000,left,16:45:42:234,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
4,training(6).mov,True,right,0,vgpdm_dyn(35)-lvm(20)_final(9)_out_of_screen.mov,0,3,3,129,,,,,,,,16:45:42:966,16:45:43:735,16:45:46:739,right,16:45:47:039,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
5,training(34).mov,False,right,0,vgpdm_dyn(20)-lvm(30)_final(5).mov,0,4,4,69,,,,,,,,16:45:47:766,16:45:48:540,16:45:51:542,left,16:45:51:692,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
6,vgpdm_dyn(10)-lvm(5)_final(0).mov,True,left,0,training(37).mov,0,5,5,153,,,,,,,,16:45:52:437,16:45:53:194,16:45:56:196,left,16:45:56:446,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
7,vgpdm_dyn(35)-lvm(10)_final(4).mov,False,left,0,training(18).mov,0,6,6,106,,,,,,,,16:45:57:393,16:45:57:947,16:46:00:950,right,16:46:01:167,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
8,vcgpdm_dyn(25)-lvm(30)_final(4).mov,True,left,0,training(31).mov,0,7,7,154,,,,,,,,16:46:02:111,16:46:02:669,16:46:05:671,left,16:46:05:905,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
9,training(6).mov,True,right,0,map_gpdm_final(6).mov,0,8,8,68,,,,,,,,16:46:06:864,16:46:07:406,16:46:10:409,right,16:46:15:594,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
10,training(12).mov,False,right,0,vcgpdm_dyn(10)-lvm(30)_final(8).mov,0,9,9,41,,,,,,,,16:46:16:370,16:46:17:095,16:46:20:099,right,16:46:20:549,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
11,vcgpdm_dyn(20)-lvm(30)_final(4).mov,True,left,0,training(31).mov,0,10,10,45,,,,,,,,16:46:21:357,16:46:22:050,16:46:25:038,left,16:46:25:538,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
12,vcgpdm_dyn(15)-lvm(15)_final(7).mov,False,left,0,training(15).mov,0,11,11,132,,,,,,,,16:46:26:503,16:46:27:040,16:46:30:042,left,16:46:30:359,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
13,training(35).mov,True,right,0,vcgpdm_dyn(20)-lvm(30)_final(0).mov,0,12,12,11,,,,,,,,16:46:31:126,16:46:31:860,16:46:34:863,right,16:46:35:080,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
14,vcgpdm_dyn(35)-lvm(10)_final(1).mov,False,left,0,training(21).mov,0,13,13,13,,,,,,,,16:46:35:840,16:46:36:581,16:46:39:584,left,16:46:39:818,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
15,vgpdm_dyn(20)-lvm(25)_final(2).mov,False,left,0,training(26).mov,0,14,14,123,,,,,,,,16:46:40:591,16:46:41:319,16:46:44:321,right,16:46:44:371,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
16,training(20).mov,True,right,0,vcgpdm_dyn(25)-lvm(35)_final(6).mov,0,15,15,131,,,,,,,,16:46:45:144,16:46:45:872,16:46:48:875,right,16:46:49:042,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
17,training(3).mov,True,right,0,vcgpdm_dyn(15)-lvm(25)_final(4).mov,0,16,16,66,,,,,,,,16:46:49:787,16:46:50:543,16:46:53:545,right,16:46:53:846,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
18,dmp_npsi(20)_final(3).mov,False,left,0,training(26).mov,0,17,17,84,,,,,,,,16:46:54:586,16:46:55:348,16:46:58:350,left,16:46:58:767,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
19,vcgpdm_dyn(5)-lvm(20)_final(9).mov,True,left,0,training(34).mov,0,18,18,145,,,,,,,,16:46:59:558,16:47:00:268,16:47:03:269,left,16:47:03:653,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
20,dmp_npsi(35)_final(6).mov,False,left,0,training(30).mov,0,19,19,73,,,,,,,,16:47:04:693,16:47:05:187,16:47:08:156,left,16:47:08:790,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
21,vcgpdm_dyn(10)-lvm(15)_final(4).mov,True,left,0,training(9).mov,0,20,20,104,,,,,,,,16:47:09:701,16:47:10:291,16:47:13:280,left,16:47:13:330,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
22,vgpdm_dyn(10)-lvm(30)_final(8).mov,True,left,0,training(15).mov,0,21,21,44,,,,,,,,16:47:14:253,16:47:14:831,16:47:17:834,left,16:47:17:867,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
23,training(19).mov,False,right,0,vcgpdm_dyn(35)-lvm(25)_final(8).mov,0,22,22,14,,,,,,,,16:47:18:593,16:47:19:368,16:47:22:371,right,16:47:22:487,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
24,training(37).mov,True,right,0,vgpdm_dyn(5)-lvm(30)_final(6).mov,0,23,23,30,,,,,,,,16:47:23:423,16:47:23:989,16:47:26:991,right,16:47:27:275,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
25,training(34).mov,True,right,0,vcgpdm_dyn(30)-lvm(15)_final(5).mov,0,24,24,31,,,,,,,,16:47:28:007,16:47:28:776,16:47:31:779,right,16:47:32:046,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
26,training(31).mov,False,right,0,vcgpdm_dyn(15)-lvm(35)_final(8).mov,0,25,25,134,,,,,,,,16:47:32:952,16:47:33:547,16:47:36:550,right,16:47:36:783,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
27,vcgpdm_dyn(35)-lvm(20)_final(0).mov,False,left,0,training(12).mov,0,26,26,116,,,,,,,,16:47:37:503,16:47:38:284,16:47:41:287,left,16:47:41:787,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
28,vgpdm_dyn(15)-lvm(35)_final(7).mov,False,left,0,training(13).mov,0,27,27,36,,,,,,,,16:47:42:524,16:47:43:288,16:47:46:291,left,16:47:46:524,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
29,vgpdm_dyn(35)-lvm(10)_final(8).mov,True,left,0,training(30).mov,0,28,28,128,,,,,,,,16:47:47:262,16:47:48:027,16:47:51:029,left,16:47:51:363,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
30,training(16).mov,True,right,0,vgpdm_dyn(15)-lvm(15)_final(2).mov,0,29,29,87,,,,,,,,16:47:52:109,16:47:52:879,16:47:55:881,right,16:47:56:282,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
31,training(36).mov,True,right,0,dmp_npsi(35)_final(8).mov,0,30,30,37,,,,,,,,16:47:57:011,16:47:57:783,16:48:00:785,right,16:48:01:102,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
32,training(6).mov,False,right,0,vgpdm_dyn(10)-lvm(25)_final(3).mov,0,31,31,22,,,,,,,,16:48:01:834,16:48:02:603,16:48:05:592,right,16:48:05:992,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
33,training(36).mov,False,right,0,vgpdm_dyn(30)-lvm(20)_final(3).mov,0,32,32,115,,,,,,,,16:48:06:720,16:48:07:493,16:48:10:496,right,16:48:10:679,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
34,training(36).mov,True,right,0,vcgpdm_dyn(20)-lvm(10)_final(1).mov,0,33,33,108,,,,,,,,16:48:11:434,16:48:12:180,16:48:15:183,left,16:48:15:366,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
35,dmp_npsi(45)_final(5).mov,True,left,0,training(5).mov,0,34,34,16,,,,,,,,16:48:16:263,16:48:16:868,16:48:19:870,left,16:48:20:254,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
36,vgpdm_dyn(15)-lvm(15)_final(8).mov,True,left,0,training(18).mov,0,35,35,97,,,,,,,,16:48:21:162,16:48:21:755,16:48:24:758,left,16:48:25:075,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
37,training(29).mov,False,right,0,vgpdm_dyn(30)-lvm(35)_final(5).mov,0,36,36,75,,,,,,,,16:48:25:995,16:48:26:576,16:48:29:579,right,16:48:30:096,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
38,vcgpdm_dyn(35)-lvm(5)_final(6).mov,False,left,0,training(15).mov,0,37,37,1,,,,,,,,16:48:31:004,16:48:31:597,16:48:34:600,right,16:48:34:733,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
39,training(23).mov,True,right,0,dmp_npsi(35)_final(1).mov,0,38,38,61,,,,,,,,16:48:35:467,16:48:36:234,16:48:39:237,right,16:48:39:838,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
40,training(35).mov,True,right,0,dmp_npsi(25)_final(0).mov,0,39,39,57,,,,,,,,16:48:41:521,16:48:41:521,16:48:44:340,left,16:48:45:408,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
41,vcgpdm_dyn(30)-lvm(10)_final(3).mov,True,left,0,training(40).mov,0,40,40,136,,,,,,,,16:48:46:312,16:48:46:909,16:48:49:911,left,16:48:50:211,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
42,tmp_numprim(4)_final(0).mov,True,left,0,training(2).mov,0,41,41,33,,,,,,,,16:48:51:119,16:48:51:713,16:48:54:700,left,16:48:54:900,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
43,training(25).mov,False,right,0,vgpdm_dyn(30)-lvm(10)_final(8).mov,0,42,42,143,,,,,,,,16:48:55:809,16:48:56:401,16:48:59:405,right,16:48:59:705,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
44,vgpdm_dyn(5)-lvm(20)_final(0).mov,False,left,0,training(28).mov,0,43,43,122,,,,,,,,16:49:00:612,16:49:01:206,16:49:04:209,left,16:49:04:526,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
45,training(3).mov,False,right,0,vgpdm_dyn(30)-lvm(10)_final(6).mov,0,44,44,144,,,,,,,,16:49:05:439,16:49:06:027,16:49:09:029,right,16:49:09:313,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
46,training(37).mov,False,right,0,vcgpdm_dyn(5)-lvm(10)_final(5).mov,0,45,45,109,,,,,,,,16:49:10:210,16:49:10:814,16:49:13:817,right,16:49:14:084,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
47,training(19).mov,False,right,0,vcgpdm_dyn(15)-lvm(15)_final(6).mov,0,46,46,94,,,,,,,,16:49:14:810,16:49:15:586,16:49:18:588,left,16:49:18:905,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
48,training(7).mov,False,right,0,map_cgpdm_final(6).mov,0,47,47,119,,,,,,,,16:49:19:636,16:49:20:406,16:49:23:409,right,16:49:23:559,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
49,vgpdm_dyn(5)-lvm(15)_final(9).mov,True,left,0,training(29).mov,0,48,48,12,,,,,,,,16:49:24:284,16:49:25:060,16:49:28:062,left,16:49:28:630,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
50,training(2).mov,False,right,0,vcgpdm_dyn(5)-lvm(10)_final(3).mov,0,49,49,107,,,,,,,,16:49:29:375,16:49:30:131,16:49:33:132,right,16:49:33:549,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
51,vgpdm_dyn(5)-lvm(10)_final(5).mov,True,left,0,training(0).mov,0,50,50,0,,,,,,,,16:49:34:286,16:49:35:051,16:49:38:053,left,16:49:38:237,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
52,vcgpdm_dyn(15)-lvm(15)_final(9).mov,True,left,0,training(20).mov,0,51,51,110,,,,,,,,16:49:38:962,16:49:39:738,16:49:42:740,left,16:49:43:157,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
53,vgpdm_dyn(15)-lvm(30)_final(8).mov,True,left,0,training(8).mov,0,52,52,157,,,,,,,,16:49:43:880,16:49:44:658,16:49:47:646,left,16:49:47:763,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
54,training(11).mov,True,right,0,vcgpdm_dyn(30)-lvm(35)_final(9).mov,0,53,53,95,,,,,,,,16:49:48:486,16:49:49:264,16:49:52:267,right,16:49:52:618,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
55,training(2).mov,True,right,0,vcgpdm_dyn(5)-lvm(20)_final(4).mov,0,54,54,55,,,,,,,,16:49:53:531,16:49:54:119,16:49:57:121,right,16:49:57:488,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
56,training(18).mov,True,right,0,vcgpdm_dyn(35)-lvm(30)_final(5).mov,0,55,55,124,,,,,,,,16:49:58:214,16:49:58:989,16:50:01:992,right,16:50:02:192,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
57,training(35).mov,False,right,0,dmp_npsi(30)_final(1).mov,0,56,56,4,,,,,,,,16:50:02:920,16:50:03:693,16:50:06:696,right,16:50:06:912,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
58,tmp_numprim(6)_final(6).mov,True,left,0,training(17).mov,0,57,57,70,,,,,,,,16:50:07:647,16:50:08:415,16:50:11:417,left,16:50:11:767,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
59,vgpdm_dyn(20)-lvm(5)_final(0).mov,False,left,0,training(0).mov,0,58,58,53,,,,,,,,16:50:12:700,16:50:13:268,16:50:16:271,left,16:50:16:521,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
60,training(37).mov,True,right,0,vcgpdm_dyn(10)-lvm(25)_final(3).mov,0,59,59,105,,,,,,,,16:50:17:436,16:50:18:022,16:50:21:025,right,16:50:21:609,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
61,vgpdm_dyn(30)-lvm(5)_final(5).mov,True,left,0,training(28).mov,0,60,60,23,,,,,,,,16:50:22:529,16:50:23:125,16:50:26:128,right,16:50:26:312,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
62,vcgpdm_dyn(15)-lvm(25)_final(2).mov,False,left,0,training(31).mov,0,61,61,90,,,,,,,,16:50:27:222,16:50:27:813,16:50:30:815,left,16:50:31:149,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
63,vcgpdm_dyn(35)-lvm(20)_final(7).mov,True,left,0,training(12).mov,0,62,62,18,,,,,,,,16:50:31:894,16:50:32:650,16:50:35:638,left,16:50:35:821,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
64,vgpdm_dyn(10)-lvm(25)_final(3).mov,False,left,0,training(41).mov,0,63,63,67,,,,,,,,16:50:36:551,16:50:37:322,16:50:40:325,left,16:50:40:775,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
65,training(4).mov,False,right,0,vgpdm_dyn(20)-lvm(15)_final(2).mov,0,64,64,118,,,,,,,,16:50:41:519,16:50:42:277,16:50:45:280,right,16:50:45:330,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
66,vgpdm_dyn(35)-lvm(10)_final(2).mov,False,left,0,training(27).mov,0,65,65,2,,,,,,,,16:50:46:055,16:50:46:831,16:50:49:834,left,16:50:50:501,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
67,vgpdm_dyn(35)-lvm(25)_final(6).mov,False,left,0,training(11).mov,0,66,66,32,,,,,,,,16:50:51:231,16:50:52:002,16:50:55:004,left,16:50:55:371,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
68,training(8).mov,True,right,0,map_cgpdm_final(9).mov,0,67,67,80,,,,,,,,16:50:56:110,16:50:56:872,16:50:59:876,right,16:51:00:210,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
69,vcgpdm_dyn(35)-lvm(30)_final(9).mov,False,left,0,training(41).mov,0,68,68,20,,,,,,,,16:51:00:932,16:51:01:711,16:51:04:713,left,16:51:05:063,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
70,training(11).mov,True,right,0,vcgpdm_dyn(20)-lvm(25)_final(0).mov,0,69,69,24,,,,,,,,16:51:05:820,16:51:06:564,16:51:09:567,right,16:51:10:184,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
71,training(9).mov,False,right,0,vgpdm_dyn(30)-lvm(30)_final(0).mov,0,70,70,85,,,,,,,,16:51:10:905,16:51:11:685,16:51:14:686,right,16:51:14:903,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
72,training(19).mov,True,right,0,vcgpdm_dyn(15)-lvm(15)_final(2).mov,0,71,71,126,,,,,,,,16:51:15:814,16:51:16:404,16:51:19:408,right,16:51:19:708,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
73,vgpdm_dyn(30)-lvm(10)_final(4).mov,True,left,0,training(30).mov,0,72,72,117,,,,,,,,16:51:20:625,16:51:21:209,16:51:24:196,left,16:51:24:347,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
74,vgpdm_dyn(10)-lvm(20)_final(7).mov,False,left,0,training(31).mov,0,73,73,78,,,,,,,,16:51:25:271,16:51:25:848,16:51:28:850,left,16:51:29:334,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
75,vgpdm_dyn(20)-lvm(35)_final(3).mov,False,left,0,training(39).mov,0,74,74,39,,,,,,,,16:51:30:242,16:51:30:835,16:51:33:838,left,16:51:34:121,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
76,training(28).mov,False,right,0,vcgpdm_dyn(5)-lvm(25)_final(9).mov,0,75,75,26,,,,,,,,16:51:34:878,16:51:35:623,16:51:38:626,right,16:51:38:843,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
77,tmp_numprim(6)_final(0).mov,True,left,0,training(5).mov,0,76,76,81,,,,,,,,16:51:39:760,16:51:40:344,16:51:43:346,left,16:51:43:613,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
78,training(23).mov,True,right,0,vcgpdm_dyn(35)-lvm(15)_final(8)_out_of_screen.mov,0,77,77,155,,,,,,,,16:51:44:573,16:51:45:114,16:51:48:117,right,16:51:48:667,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
79,vgpdm_dyn(30)-lvm(25)_final(0).mov,False,left,0,training(26).mov,0,78,78,93,,,,,,,,16:51:49:398,16:51:50:168,16:51:53:189,left,16:51:53:539,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
80,map_gpdm_final(9).mov,True,left,0,training(26).mov,0,79,79,65,,,,,,,,16:51:54:447,16:51:55:040,16:51:58:043,left,16:51:58:109,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
81,vgpdm_dyn(30)-lvm(35)_final(3).mov,False,left,0,training(41).mov,0,80,80,102,,,,,,,,16:51:58:843,16:51:59:610,16:52:02:611,left,16:52:03:028,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
82,training(5).mov,False,right,0,vcgpdm_dyn(10)-lvm(30)_final(7).mov,0,81,81,79,,,,,,,,16:52:03:772,16:52:04:529,16:52:07:532,right,16:52:07:832,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
83,dmp_npsi(15)_final(4).mov,True,left,0,training(26).mov,0,82,82,103,,,,,,,,16:52:08:553,16:52:09:333,16:52:12:337,left,16:52:20:612,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
84,training(10).mov,False,right,0,vcgpdm_dyn(20)-lvm(25)_final(0).mov,0,83,83,137,,,,,,,,16:52:21:521,16:52:22:113,16:52:25:115,right,16:52:25:699,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
85,training(6).mov,True,right,0,vgpdm_dyn(30)-lvm(20)_final(3).mov,0,84,84,140,,,,,,,,16:52:26:610,16:52:27:201,16:52:30:204,right,16:52:30:504,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
86,vgpdm_dyn(15)-lvm(5)_final(6).mov,False,left,0,training(24).mov,0,85,85,133,,,,,,,,16:52:31:246,16:52:32:005,16:52:35:008,space,16:52:43:198,2018_Jun_08_1645,59.9503656225,MP-Perception Experiment,xx15w25take4,
